entrez	symbol	chr_pos	full_name	probe_id	ENST
80726	KIAA1683	19p13.1	KIAA1683	3854836	ENST00000392413
80727	TTYH3	7p22	tweety homolog 3 (Drosophila)	2987632	ENST00000258796
80736	SLC44A4	6p21.3	solute carrier family 44, member 4	2949488	ENST00000415517
80737	C6orf27	6p21.33	chromosome 6 open reading frame 27	2949352	ENST00000375688
80739	C6orf25	6p21.33	chromosome 6 open reading frame 25	2902609	ENST00000375810
80740	LY6G6C	6p21.33	lymphocyte antigen 6 complex, locus G6C	2949299	ENST00000383413
80741	LY6G5C	6p21.33	lymphocyte antigen 6 complex, locus G5C	2949230	ENST00000324540
80742	PRR3	6p21.33	proline rich 3	2901660	ENST00000376560
80745	THUMPD2	2p22.1|2p22-p21	THUMP domain containing 2	2549455	ENST00000378727
80746	TSEN2	3p25.2	tRNA splicing endonuclease 2 homolog (S. cerevisiae)	2611122	ENST00000284995
80755	AARSD1	17q21.31	alanyl-tRNA synthetase domain containing 1	3758234	ENST00000421990
80757	TMEM121	14q32.33	transmembrane protein 121	3554906	ENST00000392519
80758	PRR7	5q35.3	proline rich 7 (synaptic)	2843209	ENST00000323249
80759	KHDC1	6q13	KH homology domain containing 1	2960774	ENST00000398508
80760	ITIH5	10p14	inter-alpha (globulin) inhibitor H5	3276337	ENST00000256861
80761	UPK3B	7q11.2	uroplakin 3B	3009520	ENST00000334348
80762	NDFIP1	5q31.3	Nedd4 family interacting protein 1	2833078	ENST00000253814
80763	C12orf39	12p12.1	chromosome 12 open reading frame 39	3407849	ENST00000256969
80764	THAP7	22q11.2	THAP domain containing 7	3953865	ENST00000215742
80765	STARD5	15q26	StAR-related lipid transfer (START) domain containing 5	3635553	ENST00000302824
80774	LIMD2	17q23.3	LIM domain containing 2	3766269	ENST00000259006
80775	TMEM177	2q14.2	transmembrane protein 177	2502952	ENST00000424086
80776	B9D2	19q13.2	B9 protein domain 2	3863046	ENST00000243578
80777	CYB5B	16q22.1	cytochrome b5 type B (outer mitochondrial membrane)	3666732	ENST00000512062
80778	ZNF34	8q24.3	zinc finger protein 34	3159013	ENST00000343459
80781	COL18A1	21q22.3	collagen, type XVIII, alpha 1	3924144	ENST00000359759
80789	INTS5	11q12.3	integrator complex subunit 5	3375990	ENST00000330574
80790	CMIP	16q23	c-Maf-inducing protein	3670772	ENST00000398040
80817	KIAA1712	4q34	KIAA1712	2752243	ENST00000503780
80818	ZNF436	1p36	zinc finger protein 436	2401333	ENST00000314011
80820	EEPD1	7p14.2	endonuclease/exonuclease/phosphatase family domain containing 1	2997272	ENST00000242108
80821	DDHD1	14q21	DDHD domain containing 1	3564997	ENST00000357758
80823	BHLHB9	Xq23	basic helix-loop-helix domain containing, class B, 9	3985320	ENST00000457056
80824	DUSP16	12p13	dual specificity phosphatase 16	3444958	ENST00000228862
80829	ZFP91	11q12	zinc finger protein 91 homolog (mouse)	3331730	ENST00000316059
80830	APOL6	22q12.3	apolipoprotein L, 6	3944243	ENST00000409652
80831	APOL5	22q12.3	apolipoprotein L, 5	3944273	ENST00000249044
80832	APOL4	22q11.2-q13.2	apolipoprotein L, 4	3959388	ENST00000458548
80833	APOL3	22q13.1	apolipoprotein L, 3	3959350	ENST00000397285
80834	TAS1R2	1p36.13	taste receptor, type 1, member 2	2399289	ENST00000375371
80835	TAS1R1	1p36.23	taste receptor, type 1, member 1	2318338	ENST00000333172
80851	SH3BP5L	1q44	SH3-binding domain protein 5-like	2466002	ENST00000366472
80854	SETD7	4q28	SET domain containing (lysine methyltransferase) 7	2786657	ENST00000274031
80856	KIAA1715	2q31	KIAA1715	2588319	ENST00000272748
80863	PRRT1	6p21.32	proline-rich transmembrane protein 1	2949772	ENST00000211413
80895	ILKAP	2q37.3	integrin-linked kinase-associated serine/threonine phosphatase	2605674	ENST00000254654
80896	NPL	1q25	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	2370926	ENST00000367553
80975	TMPRSS5	11q	transmembrane protease, serine 5	3391724	ENST00000299882
81025	GJA9	1p34	gap junction protein, alpha 9, 59kDa	2407755	ENST00000397572
81027	TUBB1	20q13.32	tubulin, beta 1	3891342	ENST00000217133
81029	WNT5B	12p13.3	wingless-type MMTV integration site family, member 5B	3400586	ENST00000397196
81030	ZBP1	20q13.31	Z-DNA binding protein 1	3911177	ENST00000371173
81031	SLC2A10	20q13.1	solute carrier family 2 (facilitated glucose transporter), member 10	3887452	ENST00000359271
81033	KCNH6	17q23.3	potassium voltage-gated channel, subfamily H (eag-related), member 6	3730698	ENST00000314672
81034	SLC25A32	8q22.3	solute carrier family 25, member 32	3147726	ENST00000297578
81035	COLEC12	18pter-p11.3	collectin sub-family member 12	3795733	ENST00000400256
81037	CLPTM1L	5p15.33	CLPTM1-like	2845879	ENST00000320895
81050	OR5AC2	3q12.1	olfactory receptor, family 5, subfamily AC, member 2	2633039	ENST00000358642
81168	OR8J3	11q12.1	olfactory receptor, family 8, subfamily J, member 3	3373339	ENST00000301529
81282	OR51G2	11p15.4	olfactory receptor, family 51, subfamily G, member 2	3360308	ENST00000322013
81285	OR51E2	11p15	olfactory receptor, family 51, subfamily E, member 2	3360219	ENST00000396950
81300	OR4P4	11q12.1	olfactory receptor, family 4, subfamily P, member 4	3330700	ENST00000314612
81309	OR4C15	11q11	olfactory receptor, family 4, subfamily C, member 15	3330685	ENST00000314644
81318	OR4A5	11p11.12	olfactory receptor, family 4, subfamily A, member 5	3373122	ENST00000319760
81327	OR4A16	11q11	olfactory receptor, family 4, subfamily A, member 16	3330587	ENST00000314721
81328	OR4A15	11q11	olfactory receptor, family 4, subfamily A, member 15	3330599	ENST00000314706
81341	OR10W1	11q12.1	olfactory receptor, family 10, subfamily W, member 1	3374224	ENST00000395079
81392	OR2AE1	7q22.1	olfactory receptor, family 2, subfamily AE, member 1	3063532	ENST00000316368
81439	OR9H1P	1q44	olfactory receptor, family 9, subfamily H, member 1 pseudogene	2390162	NA
81442	OR6N2	1q23.1	olfactory receptor, family 6, subfamily N, member 2	2439508	ENST00000339258
81448	OR6K2	1q23.1	olfactory receptor, family 6, subfamily K, member 2	2439460	ENST00000359610
81469	OR2G3	1q44	olfactory receptor, family 2, subfamily G, member 3	2390142	ENST00000320002
81470	OR2G2	1q44	olfactory receptor, family 2, subfamily G, member 2	2390135	ENST00000320065
81472	OR2C3	1q44	olfactory receptor, family 2, subfamily C, member 3	2465753	ENST00000366487
81490	PTDSS2	11p15.5	phosphatidylserine synthase 2	3315835	ENST00000308020
81491	GPR63	6q16.1-q16.3	G protein-coupled receptor 63	2965653	ENST00000417980
81492	RSPH6A	19q13.3	radial spoke head 6 homolog A (Chlamydomonas)	3865696	ENST00000221538
81493	SYNC	1p35.1	syncoilin, intermediate filament protein	2405152	ENST00000409190
81494	CFHR5	1q22-q23	complement factor H-related 5	2373511	ENST00000256785
81501	TM7SF4	8q23	transmembrane 7 superfamily member 4	3110608	ENST00000297581
81502	HM13	20q11.21	histocompatibility (minor) 13	3881282	ENST00000335574
81532	MOB2	11p15.5	Mps one binder kinase activator-like 2	3358809	ENST00000399693
81533	ITFG1	16q12.1	integrin alpha FG-GAP repeat containing 1	3690193	ENST00000320640
81537	SGPP1	14q23.2	sphingosine-1-phosphate phosphatase 1	3568108	ENST00000247225
81539	SLC38A1	12q13.11	solute carrier family 38, member 1	3452231	ENST00000398637
81542	TMX1	14q22.1	thioredoxin-related transmembrane protein 1	3535395	ENST00000457354
81543	LRRC3	21q22.3	leucine rich repeat containing 3	3923764	ENST00000291592
81544	GDPD5	11q13.4-q13.5	glycerophosphodiester phosphodiesterase domain containing 5	3382319	ENST00000336898
81550	TDRD3	13q21.2	tudor domain containing 3	3491948	ENST00000196169
81551	STMN4	8p21.2	stathmin-like 4	3128911	ENST00000350889
81552	VOPP1	7p11.2	vesicular, overexpressed in cancer, prosurvival protein 1	3051655	ENST00000285279
81553	FAM49A	2p24.2	family with sequence similarity 49, member A	2541699	ENST00000381323
81554	WBSCR16	7q11.23	Williams-Beuren syndrome chromosome region 16	3056838	ENST00000329959
81555	YIPF5	5q31.3	Yip1 domain family, member 5	2879509	ENST00000274496
81556	C15orf44	15q22.31	chromosome 15 open reading frame 44	3629761	ENST00000395644
81558	FAM117A	17q21.33	family with sequence similarity 117, member A	3761989	ENST00000240364
81559	TRIM11	1q42.13	tripartite motif-containing 11	2459487	ENST00000284551
81562	LMAN2L	2q11.2	lectin, mannose-binding 2-like	2565484	ENST00000377079
81563	C1orf21	1q25	chromosome 1 open reading frame 21	2371547	ENST00000235307
81565	NDEL1	17p13.1	nudE nuclear distribution gene E homolog (A. nidulans)-like 1	3709685	ENST00000380025
81566	CSRNP2	12q13.11-q13.12	cysteine-serine-rich nuclear protein 2	3454662	ENST00000228515
81567	TXNDC5	6p24.3	thioredoxin domain containing 5 (endoplasmic reticulum)	2940826	ENST00000379757
81569	ACTL8	1p36.2-p35	actin-like 8	2323087	ENST00000235799
81570	CLPB	11q13.4	ClpB caseinolytic peptidase B homolog (E. coli)	3381063	ENST00000294053
81571	NCRNA00287	9q33.3	non-protein coding RNA 287	3224556	ENST00000449175
81572	PDRG1	20q11.21	p53 and DNA-damage regulated 1	3902609	ENST00000202017
81573	ANKRD13C	1p32.3-p31.3	ankyrin repeat domain 13C	2417791	ENST00000370944
81575	APOLD1	12p13.1	apolipoprotein L domain containing 1	3405515	ENST00000356591
81576	CCDC130	19p13.2	coiled-coil domain containing 130	3822287	ENST00000221554
81577	GFOD2	16q22.1	glucose-fructose oxidoreductase domain containing 2	3695838	ENST00000268797
81578	COL21A1	6p12.3-p11.2|6p12.3-p11.2	collagen, type XXI, alpha 1	2958232	ENST00000244728
81579	PLA2G12A	4q25	phospholipase A2, group XIIA	2336375	ENST00000243501
81602	CDADC1	13q14.2	cytidine and dCMP deaminase domain containing 1	3489350	ENST00000251108
81603	TRIM8	10q24.3	tripartite motif-containing 8	3261820	ENST00000369896
81605	URM1	9q34.11	ubiquitin related modifier 1	3190394	ENST00000452446
81606	LBH	2p23.1	limb bud and heart development homolog (mouse)	2475678	ENST00000395323
81607	PVRL4	1q22-q23.2	poliovirus receptor-related 4	2440586	ENST00000368012
81609	SNX27	1q21.3	sorting nexin family member 27	2359036	ENST00000368843
81610	FAM83D	20q11.22-q12	family with sequence similarity 83, member D	3884892	ENST00000217429
81611	ANP32E	1q21.2	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	2434319	ENST00000314136
81614	NIPA2	15q11.2	non imprinted in Prader-Willi/Angelman syndrome 2	3613300	ENST00000337451
81615	TMEM163	2q21.3	transmembrane protein 163	2577482	ENST00000281924
81616	ACSBG2	19p13.3	acyl-CoA synthetase bubblegum family member 2	3818268	ENST00000252669
81617	CAB39L	13q14.2	calcium binding protein 39-like	3513752	ENST00000355854
81618	ITM2C	2q37	integral membrane protein 2C	2531589	ENST00000326427
81619	TSPAN14	10q23.1	tetraspanin 14	3254521	ENST00000429989
81620	CDT1	16q24.3	chromatin licensing and DNA replication factor 1	3673684	ENST00000301019
81621	KAZALD1	10q24.31	Kazal-type serine peptidase inhibitor domain 1	3261009	ENST00000370200
81622	UNC93B1	11q13	unc-93 homolog B1 (C. elegans)	3379269	ENST00000227471
81623	DEFB126	20p13	defensin, beta 126	3873069	ENST00000382398
81624	DIAPH3	13q21.2	diaphanous homolog 3 (Drosophila)	3515965	ENST00000400324
81626	C1orf14	1q25.3	chromosome 1 open reading frame 14	2447246	ENST00000367547
81627	C1orf25	1q25.2	chromosome 1 open reading frame 25	2447993	ENST00000367506
81628	TSC22D4	7p21-p15	TSC22 domain family, member 4	3064039	ENST00000300181
81629	TSSK3	1p35-p34	testis-specific serine kinase 3	2328909	ENST00000373534
81631	MAP1LC3B	16q24.2	microtubule-associated protein 1 light chain 3 beta	3672830	ENST00000268607
81669	CCNL2	1p36.33	cyclin L2	2391532	ENST00000496007
81671	TMEM49	17q23.1	transmembrane protein 49	3728889	ENST00000262291
81688	C6orf62	6p22.3	chromosome 6 open reading frame 62	2945677	ENST00000378119
81689	ISCA1	9q21.33	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	3212919	ENST00000375991
81693	AMN	14q32.3	amnionless homolog (mouse)	3553389	ENST00000299155
81696	OR5V1	6p22.1	olfactory receptor, family 5, subfamily V, member 1	2947774	ENST00000446761
81697	OR2B2	6p22.3-p21.3	olfactory receptor, family 2, subfamily B, member 2	2947108	ENST00000303324
81698	C15orf5	15q23-q24	chromosome 15 open reading frame 5	3634188	NA
81704	DOCK8	9p24.3	dedicator of cytokinesis 8	3159330	ENST00000453981
81706	PPP1R14C	6q24.3-q25.3	protein phosphatase 1, regulatory (inhibitor) subunit 14C	2931090	ENST00000361131
81786	TRIM7	5q35.3	tripartite motif-containing 7	2891015	ENST00000393315
81788	NUAK2	1q32.1	NUAK family, SNF1-like kinase, 2	2452405	ENST00000367157
81789	TIGD6	5q32	tigger transposable element derived 6	2881165	ENST00000515406
81790	RNF170	8p11.21	ring finger protein 170	3133479	ENST00000240159
81792	ADAMTS12	5q35	ADAM metallopeptidase with thrombospondin type 1 motif, 12	2852591	ENST00000504830
81793	TLR10	4p14	toll-like receptor 10	2766192	ENST00000308973
81794	ADAMTS10	19p13.2	ADAM metallopeptidase with thrombospondin type 1 motif, 10	3849117	ENST00000270328
81796	SLCO5A1	8q13.3	solute carrier organic anion transporter family, member 5A1	3139580	ENST00000260126
81797	OR12D3	6p22.1	olfactory receptor, family 12, subfamily D, member 3	2947789	ENST00000377143
81831	NETO2	16q11	neuropilin (NRP) and tolloid (TLL)-like 2	3690154	ENST00000303155
81832	NETO1	18q22.2	neuropilin (NRP) and tolloid (TLL)-like 1	3812922	ENST00000327305
81833	SPACA1	6q15	sperm acrosome associated 1	2916502	ENST00000237201
81839	VANGL1	1p13.1	vang-like 1 (van gogh, Drosophila)	2353237	ENST00000310260
81844	TRIM56	7q22.1	tripartite motif-containing 56	3016098	ENST00000306085
81846	SBF2	11p15.4	SET binding factor 2	3362468	ENST00000256190
81847	RNF146	6q22.1-q22.33	ring finger protein 146	2924898	ENST00000356799
81848	SPRY4	5q31.3	sprouty homolog 4 (Drosophila)	2879105	ENST00000344120
81849	ST6GALNAC5	1p31.1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	2342904	ENST00000477717
81851	KRTAP1-1	17q12	keratin associated protein 1-1	3756689	ENST00000306271
81853	TMEM14B	6p25.1-p23	transmembrane protein 14B	2894711	ENST00000472062
81854	MGC3771	16p13.3	hypothetical LOC81854	3677445	NA
81855	SFXN3	10q24.31	sideroflexin 3	3260985	ENST00000393459
81856	ZNF611	19q13.41	zinc finger protein 611	3869714	ENST00000319783
81857	MED25	19q13.3	mediator complex subunit 25	3838947	ENST00000312865
81858	SHARPIN	8q24.3	SHANK-associated RH domain interactor	3158114	ENST00000398712
81873	ARPC5L	9q33.3	actin related protein 2/3 complex, subunit 5-like	3188993	ENST00000353214
81875	ISG20L2	1q23.1	interferon stimulated exonuclease gene 20kDa-like 2	2438482	ENST00000313146
81876	RAB1B	11q12	RAB1B, member RAS oncogene family	3336074	ENST00000311481
81887	LAS1L	Xq12	LAS1-like (S. cerevisiae)	4010860	ENST00000374811
81888	HYI	1p34.2	hydroxypyruvate isomerase (putative)	2409368	ENST00000372432
81889	FAHD1	16p13.3	fumarylacetoacetate hydrolase domain containing 1	3644191	ENST00000382666
81890	QTRT1	19p13.3	queuine tRNA-ribosyltransferase 1	3820727	ENST00000250237
81892	C14orf156	14q24.3	chromosome 14 open reading frame 156	3545525	ENST00000238688
81894	SLC25A28	10q24.2	solute carrier family 25, member 28	3303059	ENST00000370495
81926	FAM108A1	19p13.3	family with sequence similarity 108, member A1	3845581	ENST00000250974
81929	SEH1L	18p11.21	SEH1-like (S. cerevisiae)	3779756	ENST00000262124
81930	KIF18A	11p14.1	kinesin family member 18A	3367338	ENST00000263181
81931	ZNF93	19p12	zinc finger protein 93	3826079	ENST00000343769
81932	HDHD3	9q32	haloacid dehalogenase-like hydrolase domain containing 3	3221633	ENST00000374180
83259	PCDH11Y	Yp11.2	protocadherin 11 Y-linked	4028716	ENST00000333703
83394	PITPNM3	17p13	PITPNM family member 3	3743074	ENST00000262483
83401	ELOVL3	10q24.32	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3	3261532	ENST00000370005
83416	FCRL5	1q21	Fc receptor-like 5	2438892	ENST00000361835
83417	FCRL4	1q21	Fc receptor-like 4	2438938	ENST00000271532
83439	TCF7L1	2p11.2	transcription factor 7-like 1 (T-cell specific, HMG-box)	2491386	ENST00000282111
83440	ADPGK	15q24.1	ADP-dependent glucokinase	3632298	ENST00000311669
83442	SH3BGRL3	1p36.11	SH3 domain binding glutamic acid-rich protein like 3	2326448	ENST00000270792
83443	SF3B5	6q24.2	splicing factor 3b, subunit 5, 10kDa	2977690	ENST00000367569
83444	INO80B	2p13.1	INO80 complex subunit B	2489258	ENST00000233331
83445	GSG1	12p13.1	germ cell associated 1	3445156	ENST00000457134
83446	CCDC70	13q14.3	coiled-coil domain containing 70	3490433	ENST00000242819
83447	SLC25A31	4q28.1	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	2742919	ENST00000281154
83448	PUS7L	12q12	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	3451670	ENST00000416848
83449	PMFBP1	16q22.2	polyamine modulated factor 1 binding protein 1	3698081	ENST00000237353
83450	LRRC48	17p11.2	leucine rich repeat containing 48	3712835	ENST00000448396
83451	ABHD11	7q11.23	abhydrolase domain containing 11	3056264	ENST00000222800
83452	RAB33B	4q28	RAB33B, member RAS oncogene family	2744674	ENST00000305626
83460	TMEM93	17p13.2	transmembrane protein 93	3706736	ENST00000397133
83461	CDCA3	12p13	cell division cycle associated 3	3442322	ENST00000229265
83463	MXD3	5q35.3	MAX dimerization protein 3	2888674	ENST00000439742
83464	APH1B	15q22.2	anterior pharynx defective 1 homolog B (C. elegans)	3597521	ENST00000261879
83468	GLT8D2	12q	glycosyltransferase 8 domain containing 2	3468888	ENST00000360814
83473	KATNAL2	18q21.1	katanin p60 subunit A-like 2	3787187	ENST00000245121
83475	DOHH	19p13.3	deoxyhypusine hydroxylase/monooxygenase	3846214	ENST00000250937
83478	ARHGAP24	4q22.1	Rho GTPase activating protein 24	2734421	ENST00000395184
83479	DDX59	1q32.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59	2450416	ENST00000331314
83480	PUS3	11q24.2	pseudouridylate synthase 3	3396736	ENST00000227474
83483	PLVAP	19p13.2	plasmalemma vesicle associated protein	3854417	ENST00000252590
83538	TTC25	17q21.2	tetratricopeptide repeat domain 25	3721516	ENST00000377543
83539	CHST9	18q11.2	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	3802416	ENST00000439067
83540	NUF2	1q23.3	NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)	2364438	ENST00000271452
83541	FAM110A	20p13	family with sequence similarity 110, member A	3873338	ENST00000304189
83543	AIF1L	9q34.13-q34.3	allograft inflammatory factor 1-like	3191877	ENST00000247291
83544	DNAL1	14q24.3	dynein, axonemal, light chain 1	3543756	ENST00000311089
83546	RTBDN	19p12	retbindin	3851801	ENST00000322912
83547	RILP	17p13.3	Rab interacting lysosomal protein	3740462	ENST00000301336
83548	COG3	13q14.13	component of oligomeric golgi complex 3	3488253	ENST00000349995
83549	UCK1	9q34.13	uridine-cytidine kinase 1	3227645	ENST00000372215
83550	GPR101	Xq26.3	G protein-coupled receptor 101	4023633	ENST00000298110
83551	TAAR8	6q23.2	trace amine associated receptor 8	2926137	ENST00000275200
83590	TMUB1	7q36.1	transmembrane and ubiquitin-like domain containing 1	3079369	ENST00000462940
83591	THAP2	12q21.1	THAP domain containing, apoptosis associated protein 2	3422215	ENST00000308086
83592	AKR1E2	10p15.1	aldo-keto reductase family 1, member E2	3232944	ENST00000298375
83593	RASSF5	1q32.1	Ras association (RalGDS/AF-6) domain family member 5	2376849	ENST00000304534
83594	NUDT12	5q21.2	nudix (nucleoside diphosphate linked moiety X)-type motif 12	2869438	ENST00000230792
83595	SOX7	8p22	SRY (sex determining region Y)-box 7	3124159	ENST00000304501
83596	BCL2L12	19q13.3	BCL2-like 12 (proline rich)	3838795	ENST00000441864
83597	RTP3	3p21.3	receptor (chemosensory) transporter protein 3	2620894	ENST00000296142
83604	TMEM47	Xp11.4	transmembrane protein 47	4004575	ENST00000275954
83605	CCM2	7p13	cerebral cavernous malformation 2	3000167	ENST00000258781
83606	C22orf13	22q11.2	chromosome 22 open reading frame 13	3955327	ENST00000407471
83607	AMMECR1L	2q21	AMME chromosomal region gene 1-like	2575161	ENST00000393001
83608	C18orf21	18q12.2	chromosome 18 open reading frame 21	3784670	ENST00000333234
83636	C19orf12	19q12	chromosome 19 open reading frame 12	3857811	ENST00000323670
83637	ZMIZ2	7p13	zinc finger, MIZ-type containing 2	3000010	ENST00000309315
83638	C11orf68	11q13.1	chromosome 11 open reading frame 68	3378007	ENST00000438576
83639	TEX101	19q13.31	testis expressed 101	3835060	ENST00000407156
83641	FAM107B	10p13	family with sequence similarity 107, member B	3278813	ENST00000181796
83642	SELO	22q13.33	selenoprotein O	3950668	ENST00000380903
83643	CCDC3	10p13	coiled-coil domain containing 3	3278057	ENST00000378825
83648	FAM167A	8p23-p22	family with sequence similarity 167, member A	3124388	ENST00000284486
83655	NCRNA00208	8p23.1	non-protein coding RNA 208	3086044	NA
83656	C8orf12	8p23.1	chromosome 8 open reading frame 12	3085933	ENST00000284481
83657	DYNLRB2	16q23.3	dynein, light chain, roadblock-type 2	3670505	ENST00000305904
83658	DYNLRB1	20q11.21	dynein, light chain, roadblock-type 1	3882949	ENST00000357156
83659	TEKT1	17p13.1	tektin 1	3743230	ENST00000338694
83660	TLN2	15q15-q21	talin 2	3597125	ENST00000306829
83661	MS4A8B	11q12.2	membrane-spanning 4-domains, subfamily A, member 8B	3332465	ENST00000300226
83666	PARP9	3q21	poly (ADP-ribose) polymerase family, member 9	2692060	ENST00000360356
83667	SESN2	1p35.3	sestrin 2	2327391	ENST00000253063
83690	CRISPLD1	8q21.11	cysteine-rich secretory protein LCCL domain containing 1	3103745	ENST00000262207
83692	CD99L2	Xq28	CD99 molecule-like 2	4025771	ENST00000370377
83693	HSDL1	16q23.3	hydroxysteroid dehydrogenase like 1	3702352	ENST00000219439
83694	RPS6KL1	14q24.3	ribosomal protein S6 kinase-like 1	3572164	ENST00000354625
83695	C12orf32	12p13.33	chromosome 12 open reading frame 32	3401197	NA
83696	TRAPPC9	8q24.3	trafficking protein particle complex 9	3155937	ENST00000389328
83697	SLC4A9	5q31	solute carrier family 4, sodium bicarbonate cotransporter, member 9	2831664	ENST00000437301
83698	CALN1	7q11	calneuron 1	3055466	ENST00000329008
83699	SH3BGRL2	6q14.1	SH3 domain binding glutamic acid-rich protein like 2	2914693	ENST00000369838
83700	JAM3	11q25	junctional adhesion molecule 3	3357237	ENST00000299106
83706	FERMT3	11q13.1	fermitin family member 3	3334257	ENST00000279227
83707	TRPT1	11q13.1	tRNA phosphotransferase 1	3376779	ENST00000317459
83714	NRIP2	12p13.33	nuclear receptor interacting protein 2	3440568	ENST00000337508
83715	ESPN	1p36.31	espin	2318257	ENST00000377828
83716	CRISPLD2	16q24.1	cysteine-rich secretory protein LCCL domain containing 2	3671935	ENST00000262424
83719	YPEL3	16p11.2	yippee-like 3 (Drosophila)	3687452	ENST00000398841
83723	FAM57B	16p11.2	family with sequence similarity 57, member B	3687405	ENST00000380495
83729	INHBE	12q13.3	inhibin, beta E	3418111	ENST00000266646
83732	RIOK1	6p24.3	RIO kinase 1 (yeast)	2893721	ENST00000379834
83733	SLC25A18	22q11.2	solute carrier family 25 (mitochondrial carrier), member 18	3936224	ENST00000327451
83734	ATG10	5q14.1	ATG10 autophagy related 10 homolog (S. cerevisiae)	2818212	ENST00000282185
83737	ITCH	20q11.22	itchy E3 ubiquitin protein ligase homolog (mouse)	3882854	ENST00000374864
83741	TFAP2D	6p12.1	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)	2909912	ENST00000008391
83742	MARVELD1	10q24.2	MARVEL domain containing 1	3260001	NA
83743	GRWD1	19q13.33	glutamate-rich WD repeat containing 1	3837796	ENST00000253237
83746	L3MBTL2	22q13.31-q13.33	l(3)mbt-like 2 (Drosophila)	3946705	ENST00000216237
83752	LONP2	16q12.1	lon peptidase 2, peroxisomal	3659306	ENST00000285737
83755	KRTAP4-12	17q12-q21	keratin associated protein 4-12	3756750	ENST00000394014
83758	RBP5	12p13.31	retinol binding protein 5, cellular	3442579	ENST00000266560
83759	RBM4B	11q13	RNA binding motif protein 4B	3378411	ENST00000310046
83786	FRMD8	11q13	FERM domain containing 8	3335131	ENST00000317568
83787	ARMC10	7q22.1	armadillo repeat containing 10	3017080	ENST00000323716
83795	KCNK16	6p21.2-p21.1	potassium channel, subfamily K, member 16	2952927	ENST00000425054
83844	USP26	Xq26.2	ubiquitin specific peptidase 26	4022332	ENST00000370832
83850	ESYT3	3q22.3	extended synaptotagmin-like protein 3	2644619	ENST00000389567
83851	SYT16	14q23.2	synaptotagmin XVI	3539201	ENST00000430451
83852	SETDB2	13q14	SET domain, bifurcated 2	3489418	ENST00000317257
83853	ROPN1L	5p15.2	ropporin 1-like	2801694	ENST00000274134
83854	ANGPTL6	19p13.2	angiopoietin-like 6	3850020	ENST00000253109
83855	KLF16	19p13.3	Kruppel-like factor 16	3845553	ENST00000250916
83856	FSD1L	9q31	fibronectin type III and SPRY domain containing 1-like	3183219	ENST00000374716
83857	TMTC1	12p11.22	transmembrane and tetratricopeptide repeat containing 1	3449068	ENST00000256062
83861	RSPH3	6q25.3	radial spoke 3 homolog (Chlamydomonas)	2982028	ENST00000367069
83862	TMEM120A	7q11.23	transmembrane protein 120A	3057520	NA
83863	TTTY5	Yq11.223	testis-specific transcript, Y-linked 5 (non-protein coding)	4036497	NA
83866	TTTY11	Yp11.2	testis-specific transcript, Y-linked 11 (non-protein coding)	4034193	NA
83867	TTTY12	Yp11.2	testis-specific transcript, Y-linked 12 (non-protein coding)	4029286	NA
83868	TTTY13	Yq11.223	testis-specific transcript, Y-linked 13 (non-protein coding)	4036296	NA
83869	TTTY14	Yq11.222	testis-specific transcript, Y-linked 14 (non-protein coding)	4035762	NA
83871	RAB34	17q11.2	RAB34, member RAS oncogene family	3751002	ENST00000301043
83872	HMCN1	1q25.3-q31.1	hemicentin 1	2371873	ENST00000271588
83873	GPR61	1p13.3	G protein-coupled receptor 61	2350818	ENST00000404129
83874	TBC1D10A	22q12.2	TBC1 domain family, member 10A	3957224	ENST00000215790
83875	BCO2	11q22.3-q23.1	beta-carotene oxygenase 2	3348940	ENST00000393032
83876	MRO	18q21	maestro	3807965	ENST00000398439
83877	TM2D2	8p11.22	TM2 domain containing 2	3132333	ENST00000412303
83878	USHBP1	19p13	Usher syndrome 1C binding protein 1	3854311	ENST00000252597
83879	CDCA7	2q31	cell division cycle associated 7	2516023	ENST00000306721
83881	MIXL1	1q42.12	Mix1 homeobox-like 1 (Xenopus laevis)	2383118	ENST00000366810
83882	TSPAN10	17q25.3	tetraspanin 10	3738081	ENST00000328585
83884	SLC25A2	5q31	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 2	2878630	ENST00000239451
83886	PRSS27	16p13.3	protease, serine 27	3677103	ENST00000302641
83887	TTLL2	6q27	tubulin tyrosine ligase-like family, member 2	2936773	ENST00000515138
83888	FGFBP2	4p16	fibroblast growth factor binding protein 2	2761837	ENST00000259989
83889	WDR87	19q13.13	WD repeat domain 87	3861130	ENST00000303868
